sexo;tipo_de_emprendimiento;idea_negocio;barrio;estrato;comuna_ciudadano;fecha_de_beneficio;monto_del_credito;línea_credito
femenino;industria;granero;san jose de la cima no.;2;80.0;29/01/2019;7200000;agropecuaria
masculino;servicio;fabrica de;robledo;1;4.0;10/07/2018;7800000;agropecuaria
masculino;servicio;variedades;enciso;1;13.0;6/10/2017;4000000;agropecuaria
femenino;industria;cafe e internet;carpinelo;2;6.0;9/01/2019;3500000;agropecuaria
masculino;servicio;fabrica de;manrique central no. 1;1;4.0;15/02/2018;7000000;agropecuaria
masculino;servicio;tienda;popular;1;10.0;19/09/2017;5000000;agropecuaria
masculino;servicio;fabrica de;robledo;1;4.0;11/10/2018;7800000;agropecuaria
masculino;servicio;fabrica de;manrique central no. 1;1;4.0;9/07/2018;7000000;agropecuaria
femenino;industria;variedades de helados;pablo vi;2;60.0;11/08/2016;6500000;agropecuaria
masculino;servicio;variedades;enciso;1;1.0;24/04/2018;5000000;agropecuaria
masculino;comercio;almacen de ropa en;barrio caicedo;3;8.0;25/07/2017;6890000;agropecuaria
femenino;industria;drogueria;el pinal;2;12.0;26/06/2019;3750000;agropecuaria
masculino;comercio;peluqueria;doce de octubre no.1;3;5.0;13/09/2016;7300000;agropecuaria
masculino;comercio;peluqueria;moravia;3;2.0;29/05/2019;7300000;agropecuaria
femenino;comercio;papeleria;aranjuezcito;3;3.0;24/02/2016;2000000;agropecuaria
masculino;servicio;comidas rapidas;santa cruz;1;13.0;15/06/2018;4000000;agropecuaria
femenino;industria;fabrica de alimentos;picacho;3;6.0;15/02/2017;6800000;agropecuaria
masculino;servicio;tienda;belen;1;7.0;2/05/2018;7000000;agropecuaria
masculino;servicio;variedades;manrique central no. 2;1;13.0;17/08/2018;4000000;agropecuaria
masculino;servicio;fabrica de;san javier no.1;1;7.0;29/05/2018;7000000;agropecuaria
masculino;servicio;comidas rapidas;santa cruz;1;13.0;6/07/2017;4000000;agropecuaria
femenino;comercio;mantenimiento en;guayabal;3;2.0;17/05/2017;7377000;agropecuaria
masculino;servicio;tienda;buenos aires;1;7.0;16/05/2018;6000000;agropecuaria
femenino;comercio;restaurante;el salvador;3;2.0;21/09/2017;7377000;agropecuaria
masculino;servicio;tienda;buenos aires;1;10.0;9/03/2017;6000000;agropecuaria
femenino;agropecuaria;lavadero de;bosques de san pablo;2;15.0;2016/11/8;6894540;empresarial ed.
masculino;servicio;fabrica de;manrique central no. 1;1;4.0;27/06/2018;7000000;agropecuaria
masculino;servicio;comidas rapidas;manrique central no. 2;1;13.0;11/07/2018;4000000;agropecuaria
masculino;servicio;fabrica de;robledo;1;4.0;14/09/2018;7800000;agropecuaria
masculino;servicio;fabrica de;manrique central no. 1;1;4.0;15/02/2018;7000000;agropecuaria
masculino;servicio;tienda;cabecera san cristobal;1;10.0;31/05/2017;5000000;agropecuaria
femenino;industria;panaderia;santa elena central;3;6.0;26/07/2016;1000000;agropecuaria
femenino;comercio;fabrica de calzado;florencia;3;6.0;1/04/2019;6800000;agropecuaria
masculino;servicio;comidas rapidas;cabecera san antonio;3;8.0;7/03/2017;3000000;agropecuaria
femenino;industria;recreativo educativo;alfonso lopez;2;16.0;4/02/2019;4500000;agropecuaria
masculino;comercio;almacen de ropa en;barrio caicedo;3;8.0;16/02/2017;6890000;agropecuaria
masculino;servicio;fabrica de;san javier no.1;1;7.0;27/04/2018;7000000;agropecuaria
masculino;servicio;fabrica de;robledo;1;4.0;14/09/2018;7800000;agropecuaria
masculino;servicio;fabrica de;san javier no.1;1;7.0;12/04/2018;7000000;agropecuaria
femenino;industria;panaderia;santa elena central;3;6.0;30/11/2016;1000000;agropecuaria
masculino;servicio;fabrica de;manrique central no. 1;1;4.0;29/08/2018;7800000;agropecuaria
masculino;servicio;fabrica de;san javier no.1;1;7.0;9/04/2018;7000000;agropecuaria
masculino;comercio;almacen de ropa en;barrio caicedo;3;8.0;5/04/2017;6890000;agropecuaria
masculino;servicio;fabrica de;robledo;1;4.0;6/02/2018;7800000;agropecuaria
masculino;servicio;almacen de ropa en;campo valdes no. 1;3;8.0;4/09/2017;3000000;agropecuaria
masculino;servicio;variedades;manrique central no. 2;1;13.0;18/10/2017;4000000;agropecuaria
masculino;servicio;tienda;popular;1;10.0;13/07/2018;6000000;agropecuaria
masculino;servicio;tienda;buenos aires;1;7.0;30/10/2018;6000000;agropecuaria
masculino;servicio;tienda;popular;1;10.0;27/09/2017;5000000;agropecuaria
femenino;industria;cafeteria;alfonso lopez;2;16.0;20/01/2017;4500000;agropecuaria
masculino;servicio;tienda;buenos aires;1;10.0;26/10/2017;6000000;agropecuaria
masculino;servicio;variedades;enciso;1;13.0;28/11/2018;4000000;agropecuaria
masculino;servicio;tienda;buenos aires;1;10.0;28/05/2018;6000000;agropecuaria
femenino;industria;venta de calzado;tejelo;2;80.0;12/08/2016;800000;agropecuaria
femenino;comercio;miscelanea;playon de los;3;3.0;5/06/2019;7370000;agropecuaria
masculino;servicio;tienda;belen;1;7.0;10/04/2018;7000000;agropecuaria
masculino;servicio;fabrica de;manrique central no. 1;1;4.0;29/08/2018;7800000;agropecuaria
masculino;servicio;tienda;popular;1;10.0;11/10/2017;6000000;agropecuaria
femenino;industria;cafe e internet;centro admtivo;2;6.0;8/09/2016;3500000;agropecuaria
femenino;comercio;barberia;20 de julio;3;3.0;5/12/2018;2000000;agropecuaria
masculino;comercio;almacen de ropa en;barrio caicedo;3;8.0;9/11/2018;6890000;agropecuaria
masculino;servicio;almacen de ropa en;campo valdes no. 1;3;8.0;1/11/2018;3000000;agropecuaria
femenino;comercio;papeleria;aranjuezcito;3;3.0;24/02/2016;2000000;agropecuaria
masculino;servicio;tienda;aranjuez;1;10.0;8/05/2018;6000000;agropecuaria
femenino;industria;panaderia;boston;3;6.0;15/11/2016;3500000;agropecuaria
masculino;comercio;peluqueria;doce de octubre no.1;3;5.0;3/08/2018;7300000;agropecuaria
masculino;servicio;comidas rapidas;cabecera san antonio;3;8.0;28/03/2017;3000000;agropecuaria
masculino;servicio;fabrica de;san javier no.1;1;7.0;13/03/2018;7000000;agropecuaria
femenino;comercio;restaurante;villa hermosa;3;2.0;22/08/2018;7377000;agropecuaria
femenino;industria;charcuteria;santa lucia;2;60.0;22/04/2016;8200000;agropecuaria
femenino;comercio;barberia;20 de julio;3;3.0;8/09/2017;2000000;agropecuaria
masculino;servicio;comidas rapidas;manrique central no. 2;1;13.0;28/07/2017;4000000;agropecuaria
femenino;industria;fabrica de calzado;picacho;3;6.0;18/02/2019;6800000;agropecuaria
femenino;comercio;papeleria;pedregal;3;3.0;30/07/2018;2000000;agropecuaria
masculino;servicio;variedades;cabecera san cristobal;1;1.0;31/01/2018;5000000;agropecuaria
masculino;servicio;tienda;cabecera san cristobal;1;10.0;12/07/2017;5000000;agropecuaria
masculino;servicio;tienda;cabecera san cristobal;1;10.0;12/07/2017;5000000;agropecuaria
masculino;servicio;variedades;enciso;1;13.0;26/04/2017;4000000;agropecuaria
masculino;servicio;variedades;cabecera san cristobal;1;1.0;12/10/2017;5000000;agropecuaria
masculino;servicio;variedades;enciso;1;1.0;8/03/2018;4000000;agropecuaria
masculino;servicio;tienda;aranjuez;1;10.0;2/11/2017;6000000;agropecuaria
masculino;servicio;fabrica de;robledo;1;4.0;5/07/2018;7800000;agropecuaria
femenino;industria;carpinteria;toscana;2;9.0;15/04/2016;8281000;agropecuaria
masculino;servicio;tienda;popular;1;10.0;3/02/2017;6000000;agropecuaria
masculino;servicio;fabrica de;robledo;1;4.0;7/11/2017;7800000;agropecuaria
masculino;servicio;variedades;manrique central no. 2;1;13.0;27/02/2018;4000000;agropecuaria
masculino;comercio;almacen de ropa en;barrio caicedo;3;8.0;9/11/2018;6890000;agropecuaria
masculino;servicio;comidas rapidas;cabecera san antonio;3;8.0;30/08/2017;3000000;agropecuaria
femenino;industria;fabrica de alimentos;santander;3;6.0;27/04/2017;6800000;agropecuaria
femenino;industria;taller de mecanica;picachito;2;60.0;20/02/2016;6500000;agropecuaria
masculino;servicio;tienda;popular;1;10.0;3/02/2017;6000000;agropecuaria
masculino;servicio;tienda;aranjuez;1;10.0;2/02/2018;6000000;agropecuaria
femenino;industria;licorera;bel¿n;2;15.0;10/02/2016;4130000;agropecuaria
masculino;comercio;almacen de ropa en;manrique oriental;3;5.0;1/11/2016;6890000;agropecuaria
masculino;servicio;tienda;belen;1;7.0;9/05/2017;7000000;agropecuaria
masculino;servicio;tienda;belen;1;7.0;2/05/2018;7000000;agropecuaria
femenino;industria;venta de calzado;san jose de la cima no.;2;80.0;10/05/2019;7200000;agropecuaria
masculino;servicio;variedades;cabecera san cristobal;1;1.0;27/07/2018;5000000;agropecuaria
femenino;comercio;papeleria;aranjuezcito;3;3.0;27/10/2017;2000000;agropecuaria
femenino;industria;criadero de animales;villa del socorro;2;60.0;11/11/2016;8000000;agropecuaria
femenino;industria;bares;tricentenario;2;80.0;28/06/2019;30000000;agropecuaria
masculino;servicio;tienda;belen;1;7.0;26/04/2018;7000000;agropecuaria
masculino;comercio;peluqueria;manrique oriental;3;5.0;5/07/2017;6890000;agropecuaria
femenino;comercio;mantenimiento en;guayabal;3;2.0;1/02/2017;7377000;agropecuaria
masculino;servicio;fabrica de;robledo;1;4.0;4/04/2018;7800000;agropecuaria
femenino;comercio;mantenimiento en;andalucia;3;2.0;5/04/2016;7377000;agropecuaria
masculino;servicio;variedades;enciso;1;13.0;16/03/2018;4000000;agropecuaria
femenino;industria;taller de mecanica;picachito;2;60.0;12/05/2016;8000000;agropecuaria
masculino;servicio;tienda;buenos aires;1;10.0;12/07/2018;6000000;agropecuaria
masculino;servicio;almacen de ropa en;campo valdes no. 1;3;8.0;29/01/2018;3000000;agropecuaria
femenino;comercio;restaurante;villa hermosa;3;2.0;31/07/2018;7377000;agropecuaria
masculino;servicio;fabrica de;robledo;1;4.0;3/10/2018;7800000;agropecuaria
femenino;agropecuaria;venta de lacteos;vrda. san antonio;2;90.0;13/04/2016;5550000;empresarial ed.
femenino;comercio;miscelanea;playon de los;3;3.0;28/04/2017;7370000;agropecuaria
femenino;comercio;mantenimiento en;el salvador;3;2.0;16/03/2017;7377000;agropecuaria
masculino;servicio;fabrica de;robledo;1;4.0;26/10/2018;7800000;agropecuaria
femenino;comercio;mantenimiento en;andalucia;3;2.0;22/08/2016;7377000;agropecuaria
masculino;servicio;variedades;castilla;1;1.0;12/12/2017;5000000;agropecuaria
femenino;comercio;restaurante;villa hermosa;3;2.0;13/02/2017;7377000;agropecuaria
femenino;comercio;miscelanea;villatina;3;3.0;25/08/2017;7370000;agropecuaria
femenino;comercio;restaurante;villa hermosa;3;2.0;25/09/2017;7377000;agropecuaria
masculino;servicio;tienda;buenos aires;1;10.0;26/10/2017;6000000;agropecuaria
masculino;servicio;fabrica de;robledo;1;4.0;6/02/2018;7800000;agropecuaria
femenino;industria;sembrados;la pradera;2;9.0;13/05/2019;7500000;agropecuaria
masculino;servicio;variedades;manrique central no. 2;1;13.0;27/02/2018;4000000;agropecuaria
femenino;industria;charcuteria;francisco antonio zea;2;60.0;24/05/2019;8200000;agropecuaria
femenino;industria;cerrajeria;san javier no.2;2;80.0;17/06/2016;6900000;agropecuaria
masculino;servicio;fabrica de;san javier no.1;1;7.0;22/09/2017;7000000;agropecuaria
masculino;servicio;fabrica de;robledo;1;4.0;3/10/2018;7800000;agropecuaria
femenino;comercio;mantenimiento en;el salvador;3;2.0;19/12/2016;7377000;agropecuaria
femenino;industria;carpinteria;toscana;2;9.0;15/04/2016;8281000;agropecuaria
masculino;servicio;tienda;popular;1;10.0;12/03/2018;6000000;agropecuaria
masculino;servicio;tienda;buenos aires;1;10.0;9/02/2018;6000000;agropecuaria
masculino;servicio;fabrica de;manrique central no. 1;1;4.0;14/02/2018;7000000;agropecuaria
femenino;industria;fabrica de calzado;picacho;3;6.0;18/02/2019;6800000;agropecuaria
masculino;comercio;almacen de ropa en;barrio caicedo;3;8.0;19/01/2017;6890000;agropecuaria
masculino;servicio;variedades;castilla;1;1.0;30/04/2018;5000000;agropecuaria
masculino;servicio;fabrica de;san javier no.1;1;7.0;29/05/2018;7000000;agropecuaria
masculino;servicio;comidas rapidas;cabecera san antonio;3;8.0;7/03/2017;3000000;agropecuaria
femenino;industria;fabrica de alimentos;santander;3;6.0;4/01/2019;1000000;agropecuaria
masculino;comercio;almacen de ropa en;barrio caicedo;3;8.0;23/03/2017;6890000;agropecuaria
femenino;industria;fabrica de repuestos;el vergel;2;15.0;26/02/2016;13000000;agropecuaria
masculino;servicio;fabrica de;manrique central no. 1;1;4.0;9/07/2018;7000000;agropecuaria
masculino;servicio;tienda;belen;1;7.0;7/06/2018;7000000;agropecuaria
masculino;servicio;comidas rapidas;cabecera san antonio;3;8.0;30/03/2017;3000000;agropecuaria
masculino;servicio;comidas rapidas;santa cruz;1;13.0;6/04/2018;4000000;agropecuaria
masculino;comercio;almacen de ropa en;barrio caicedo;3;5.0;26/11/2018;6890000;agropecuaria
femenino;industria;ferreteria;kennedy;2;60.0;1/09/2016;7500000;agropecuaria
masculino;servicio;tienda;cabecera san cristobal;1;1.0;17/04/2018;5000000;agropecuaria
femenino;industria;charcuteria;francisco antonio zea;2;60.0;18/07/2016;8200000;agropecuaria
